,Customer ID,Gender,Age,Senior Citizen,Married,Dependents,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Churn
157,8245-UMPYT,Female,66,Yes,No,No,16,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4,1581.2,Yes
158,5186-SAMNZ,Male,75,Yes,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.5,69.5,Yes
159,5373-SFODM,Male,65,Yes,Yes,No,36,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,85.25,3132.75,Yes
160,0022-TCJCI,Male,79,Yes,No,No,45,Yes,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,62.7,2791.5,Yes
161,5130-IEKQT,Male,73,Yes,No,No,25,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,Yes
162,3269-ATYWD,Male,79,Yes,No,No,39,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.65,3759.05,Yes
163,0354-WYROK,Female,70,Yes,Yes,No,31,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,Yes
164,7576-OYWBN,Male,71,Yes,No,No,3,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.05,231.8,Yes
165,5539-TMZLF,Male,69,Yes,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.75,69.75,Yes
166,3336-JORSO,Female,70,Yes,No,No,33,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,110.45,3655.45,Yes
167,6861-XWTWQ,Male,71,Yes,Yes,No,7,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,Yes
168,4283-FUTGF,Male,67,Yes,No,No,19,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.85,1471.75,Yes
169,2397-BRLOM,Male,67,Yes,Yes,No,8,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,80.45,583.45,Yes
170,8510-AWCXC,Female,69,Yes,No,No,13,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,Yes
171,8225-BTJAU,Male,75,Yes,No,No,10,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,793.55,Yes
172,1724-BQUHA,Male,67,Yes,No,No,5,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,Yes
173,4826-XTSOH,Male,66,Yes,Yes,No,1,Yes,Yes,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,Yes
174,2408-WITXK,Female,67,Yes,No,No,10,No,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,Yes
175,2634-HCZGT,Male,71,Yes,Yes,No,53,Yes,Yes,Yes,Yes,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,Yes
176,7503-QQRVF,Male,74,Yes,Yes,No,16,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,74.3,1178.25,Yes
177,0709-TVGUR,Female,70,Yes,No,No,9,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.55,622.9,Yes
178,3001-CBHLQ,Male,76,Yes,Yes,No,32,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,Yes
179,4102-OQUPX,Male,67,Yes,Yes,No,1,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,Yes
180,3999-QGRJH,Male,80,Yes,No,No,8,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.7,560.85,Yes
181,2454-RPBRZ,Female,67,Yes,Yes,No,12,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.1,1060.2,Yes
182,2265-CYWIV,Female,68,Yes,Yes,No,4,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.6,347.65,Yes
183,4550-VBOFE,Male,69,Yes,Yes,No,70,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,7101.5,Yes
184,7409-KIUTL,Female,80,Yes,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,Yes
185,1732-VHUBQ,Female,73,Yes,Yes,No,47,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.55,3309.25,Yes
186,0679-IDSTG,Female,73,Yes,Yes,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,Yes
187,8802-UNOJF,Male,65,Yes,No,No,12,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,83.8,1029.75,Yes
188,6313-GIDIT,Male,73,Yes,No,No,53,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,2854.55,Yes
189,2845-AFFTX,Male,78,Yes,Yes,No,41,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4259.3,Yes
190,2815-CPTUL,Male,68,Yes,No,No,5,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,70.25,331.9,Yes
191,1891-FZYSA,Male,65,Yes,Yes,No,69,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.95,6143.15,Yes
192,9685-WKZGT,Male,67,Yes,No,No,14,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.95,1036.75,Yes
193,6022-UGGSO,Female,70,Yes,No,No,32,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,2276.95,Yes
194,3923-CSIHK,Female,69,Yes,Yes,No,50,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,Yes
195,3677-IYRBF,Female,73,Yes,No,No,2,No,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.4,78.65,Yes
196,8118-LSUEL,Male,74,Yes,No,No,23,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,2483.5,Yes
197,5277-ZLOOR,Female,78,Yes,No,No,2,Yes,Yes,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,Yes
198,4248-HCETZ,Male,77,Yes,Yes,No,30,Yes,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,79.65,2365.15,Yes
199,9174-FKWZE,Female,70,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,19.45,Yes
200,5307-DZCVC,Female,78,Yes,Yes,No,32,Yes,Yes,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,85.95,2628.6,Yes
201,8679-JOEVF,Female,75,Yes,No,No,16,Yes,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,59.4,1023.9,Yes
202,4803-AXVYP,Female,75,Yes,No,No,38,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,Yes
203,5649-ANRML,Male,76,Yes,No,No,2,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,180.25,Yes
204,7395-IGJOS,Male,70,Yes,Yes,No,17,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.5,1329.2,Yes
205,7890-VYYWG,Male,67,Yes,Yes,No,3,No,No,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,36.45,93.7,Yes
206,9907-SWKKF,Female,69,Yes,No,No,1,No,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.05,25.05,Yes
207,6397-JNZZG,Female,70,Yes,Yes,No,43,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.55,2342.2,Yes
208,7779-LGOVN,Male,74,Yes,Yes,No,10,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.65,856.65,Yes
209,9710-ZUSHQ,Female,77,Yes,No,No,37,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.75,4056.75,Yes
210,3902-FOIGH,Male,66,Yes,Yes,No,12,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1218.55,Yes
211,3318-OSATS,Male,70,Yes,No,No,35,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,3474.05,Yes
212,2636-ALXXZ,Female,68,Yes,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,Yes
213,9885-CSMWE,Female,65,Yes,No,No,1,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,78.45,78.45,Yes
214,8058-JMEQO,Female,76,Yes,No,No,9,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,762.5,Yes
215,7657-DYEPJ,Male,73,Yes,No,No,38,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,70.15,2497.35,Yes
216,8276-MQBYC,Male,70,Yes,No,No,51,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.8,4913.3,Yes
217,6015-VVHHE,Female,68,Yes,No,No,5,Yes,Yes,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,83.15,446.05,Yes
218,2516-VQRRV,Female,77,Yes,No,No,2,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,75.45,158.4,Yes
219,7580-UGXNC,Female,73,Yes,No,No,2,Yes,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,54.85,104.2,Yes
220,5178-LMXOP,Male,71,Yes,Yes,No,1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,95.1,Yes
221,7056-IMHCC,Male,69,Yes,Yes,No,53,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,5549.4,Yes
222,8749-JMNKX,Male,80,Yes,Yes,No,51,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,Yes
223,0917-EZOLA,Male,66,Yes,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.15,7689.95,Yes
224,8414-MYSHR,Male,79,Yes,No,No,5,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,449.75,Yes
225,4988-IQIGL,Male,80,Yes,No,No,1,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,Yes
226,4706-AXVKM,Female,78,Yes,No,No,11,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.8,906.85,Yes
227,5889-JTMUL,Female,67,Yes,Yes,No,50,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.05,4888.7,Yes
228,9026-RNUJS,Male,73,Yes,No,No,5,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,50.35,237.25,Yes
229,1624-NALOJ,Male,75,Yes,No,No,5,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,502.6,Yes
230,6210-KBBPI,Male,67,Yes,No,No,9,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,99.45,919.4,Yes
231,2260-USTRB,Female,75,Yes,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.2,115.95,Yes
232,8623-TMRBY,Male,80,Yes,Yes,No,51,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,Yes
233,6900-PXRMS,Male,72,Yes,Yes,No,26,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.75,2710.25,Yes
234,3346-BRMIS,Female,70,Yes,Yes,No,18,No,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.35,810.7,Yes
235,2722-JMONI,Female,73,Yes,Yes,No,1,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,Yes
236,7579-OOPEC,Female,75,Yes,Yes,No,2,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,50.15,115.1,Yes
237,1771-OADNZ,Male,70,Yes,Yes,No,29,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,2745.2,Yes
238,0612-RTZZA,Female,77,Yes,No,No,1,No,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.25,25.25,Yes
239,4433-JCGCG,Male,80,Yes,Yes,No,46,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,4680.05,Yes
240,9488-HGMJH,Female,78,Yes,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.15,71.15,Yes
241,4818-QIUFN,Female,69,Yes,No,No,20,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.15,1520.9,Yes
242,6961-VCPMC,Male,71,Yes,Yes,No,46,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,3605.2,Yes
243,4424-TKOPW,Male,70,Yes,No,No,2,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,196.75,Yes
244,4201-JMNGR,Female,66,Yes,No,No,1,Yes,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.8,55.8,Yes
245,1866-RZZQS,Male,77,Yes,No,No,41,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.4,4187.75,Yes
246,8631-NBHFZ,Male,71,Yes,Yes,No,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,79.4,5154.6,Yes
247,4958-XCBDQ,Male,68,Yes,No,No,35,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3496.3,Yes
248,8337-UPOAQ,Male,71,Yes,Yes,No,10,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,914.3,Yes
249,6712-OAWRH,Female,79,Yes,No,No,26,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.25,2351.8,Yes
250,5914-DVBWJ,Female,80,Yes,No,No,18,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.45,1505.85,Yes
251,8644-XLFBW,Male,65,Yes,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,Yes
252,1833-VGRUM,Female,70,Yes,No,No,1,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.2,74.2,Yes
253,8374-XGEJJ,Male,68,Yes,Yes,No,43,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,4388.4,Yes
254,6946-LMSQS,Male,80,Yes,Yes,No,25,Yes,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,89.05,2177.45,Yes
255,4039-HEUNW,Male,77,Yes,Yes,No,36,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,3436.1,Yes
256,0812-WUPTB,Male,65,Yes,Yes,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.85,70.85,Yes
257,2403-BCASL,Male,66,Yes,Yes,No,41,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.95,4534.9,Yes
258,3871-IKPYH,Male,70,Yes,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69.1,69.1,Yes
259,1304-NECVQ,Female,69,Yes,No,No,2,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.55,149.55,Yes
260,5655-JSMZM,Male,66,Yes,No,No,49,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,4718.25,Yes
261,4505-EXZHB,Female,75,Yes,No,No,6,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,434.1,Yes
262,8972-HJWNV,Female,75,Yes,Yes,No,7,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,646.85,Yes
263,2860-RANUS,Female,67,Yes,No,No,20,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,85.8,1727.5,Yes
264,0406-BPDVR,Female,75,Yes,Yes,No,54,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card,101.5,5373.1,Yes
265,5276-KQWHG,Female,74,Yes,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.6,131.65,Yes
266,9667-EQRXU,Female,74,Yes,No,No,30,No,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,40.3,1172.95,Yes
267,0946-CLJTI,Male,67,Yes,Yes,No,58,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,5812.6,Yes
268,0324-BRPCJ,Female,74,Yes,Yes,No,68,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,6851.65,Yes
269,9189-JWSHV,Female,69,Yes,Yes,No,24,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,2264.05,Yes
270,0576-WNXXC,Male,70,Yes,Yes,No,27,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,2510.2,Yes
271,5482-PLVPE,Female,79,Yes,No,No,2,No,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.35,41.85,Yes
272,4902-OHLSK,Female,76,Yes,No,No,29,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.65,2862.75,Yes
273,0495-ZBNGW,Male,78,Yes,Yes,No,5,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.9,343.95,Yes
274,2357-COQEK,Female,79,Yes,No,No,28,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.3,2890.65,Yes
275,2034-CGRHZ,Male,73,Yes,No,No,24,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,102.95,2496.7,Yes
276,9360-AHGNL,Female,74,Yes,Yes,No,43,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.55,4830.25,Yes
277,5485-WUYWF,Male,73,Yes,No,No,2,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,66.4,94.55,Yes
278,2632-UCGVD,Male,71,Yes,Yes,No,66,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.05,6871.9,Yes
279,6425-YQLLO,Female,68,Yes,Yes,No,66,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.95,6975.25,Yes
280,2091-RFFBA,Female,70,Yes,No,No,31,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.9,2217.15,Yes
281,6899-PPEEA,Female,66,Yes,No,No,37,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,3580.3,Yes
282,4597-NUCQV,Male,65,Yes,No,No,24,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,2440.15,Yes
283,3754-DXMRT,Male,78,Yes,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.15,92.65,Yes
284,7130-VTEWQ,Female,74,Yes,No,No,8,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.75,606.25,Yes
285,7903-CMPEY,Male,78,Yes,Yes,No,1,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.3,80.3,Yes
286,1704-NRWYE,Female,79,Yes,No,No,9,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.85,751.65,Yes
287,7481-ATQQS,Female,76,Yes,No,No,49,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.85,4515.85,Yes
288,0023-HGHWL,Male,67,Yes,No,No,1,No,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.1,25.1,Yes
289,1792-UXAFY,Female,80,Yes,No,No,17,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.15,1496.9,Yes
290,6161-UUUTA,Male,77,Yes,No,No,3,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,79.9,260.9,Yes
291,6543-XRMYR,Female,73,Yes,No,No,30,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.7,2967.35,Yes
292,2479-BRAMR,Male,74,Yes,Yes,No,41,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.75,3273.55,Yes
293,3714-JTVOV,Female,76,Yes,Yes,No,42,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,74.15,3229.4,Yes
294,8580-QVLOC,Female,78,Yes,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,92.45,6440.25,Yes
295,2012-NWRPA,Female,78,Yes,Yes,No,11,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1131.2,Yes
296,8808-ELEHO,Male,66,Yes,No,No,8,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.25,585.95,Yes
297,9058-CBREO,Female,69,Yes,No,No,1,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,50.55,50.55,Yes
298,8063-GBATB,Female,74,Yes,No,No,27,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,2287.25,Yes
299,1069-XAIEM,Female,68,Yes,No,No,1,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.05,85.05,Yes
300,6987-XQSJT,Female,68,Yes,No,No,54,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,4370.25,Yes
301,0722-TROQR,Female,68,Yes,No,No,4,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.9,321.75,Yes
302,6402-ZFPPI,Female,75,Yes,No,No,25,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,102.8,2660.2,Yes
303,9965-YOKZB,Male,73,Yes,No,No,9,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.85,790.15,Yes
304,0504-HHAPI,Female,72,Yes,No,No,27,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,88.3,2467.75,Yes
305,3791-LGQCY,Female,68,Yes,Yes,No,56,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.65,5688.05,Yes
306,8166-ZZTFS,Female,74,Yes,Yes,No,66,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.55,5265.1,Yes
307,2956-GGUCQ,Male,71,Yes,Yes,No,24,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.85,1772.25,Yes
308,2778-OCLGR,Male,75,Yes,Yes,No,24,No,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,39.1,971.3,Yes
309,7067-KSAZT,Female,66,Yes,Yes,No,65,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,106.25,6979.8,Yes
310,9300-AGZNL,Male,76,Yes,No,No,1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,94.0,Yes
311,1112-CUNAO,Female,67,Yes,No,No,15,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,1424.95,Yes
312,3389-YGYAI,Female,79,Yes,No,No,8,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,829.55,Yes
313,3070-DVEYC,Male,78,Yes,No,No,7,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,73.75,545.15,Yes
314,5707-ORNDZ,Male,79,Yes,No,No,9,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.55,494.05,Yes
315,8696-JKZNU,Female,78,Yes,No,No,37,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.25,2841.55,Yes
